mu,gamma1,gamma2,gamma3,gamma4,gamma5,gamma6,gamma7,gamma8,gamma9,gamma10,gamma11,gamma12,gamma13,gamma14,gamma15,gamma16,gamma17,gamma18,gamma19,gamma20
0.723263,0.04831767137366571,0.05135051465943215,0.06162860603164587,0.06850187120688285,0.0738567172183158,0.07737284952357863,0.08044806767330263,0.0787291015065608,0.08359432631106978,0.08401551419856725,0.08438622985659049,0.07819865454676309,0.08387489844457317,0.08214263845161869,0.08240170067732966,0.07583316460729751,0.08259385503375807,0.08129668193353538,0.0811471604405982,0.0754268592696436
0.766341,0.045759771793095184,0.04841509779487479,0.05796534987704596,0.06442399534973811,0.06943400414516378,0.07274199519830662,0.0755951596722734,0.07472683554827578,0.07852706230662973,0.07921574758001611,0.07989992367390159,0.07422543216527099,0.0794130410360364,0.07771521625313184,0.07795596536830057,0.07192709201045838,0.07812097339896913,0.07682556900370016,0.07671356370161563,0.07152659112499726
0.811984,0.04336527465049404,0.04566697270961204,0.05452953394297266,0.06059628468942505,0.06528168536272115,0.06839233128842064,0.07103799372023854,0.07099764345620076,0.07376702186818673,0.07441685426416146,0.07507730858099346,0.0705216032386682,0.07524089834778612,0.07356408811220136,0.07380032473674625,0.0682854722977824,0.07393531012318989,0.07263710587739838,0.07255661902140532,0.06788852533787319
0.860346,0.04111013751397302,0.043077201927184755,0.05129035259589767,0.056986286779815244,0.06136620583716019,0.06428957575950643,0.06674152174905884,0.06736111637964569,0.06927885518463393,0.06986954221605791,0.07048746787841992,0.06704143656931291,0.07105980519949752,0.06963911469178616,0.06989029453339825,0.06486121412379467,0.06998929993356441,0.06868909913437224,0.06863398056854385,0.06446372757947834
0.911589,0.03898887547033172,0.04064012677169141,0.04823983293039085,0.05358518204806341,0.057677617512664967,0.06042337603980877,0.06269466153860528,0.06333339540742901,0.06505152220903537,0.06558591838440132,0.06616636535154126,0.06377923699585884,0.0666966690947352,0.06591371352933723,0.0662092172221004,0.06164872269777637,0.06625896691917749,0.06496885895745678,0.06493405734431587,0.061246741822042115
0.965883,0.03699373777478048,0.03834707481554768,0.04536725648262194,0.050381387794975155,0.05420325785676841,0.05678059548325994,0.05888364962536082,0.059528881949066435,0.06107114288770846,0.061554877964855946,0.06210019259628567,0.060721652170095855,0.06259184237995008,0.06233718011145894,0.06271937200895877,0.058636681109942856,0.06269276873281551,0.061458205533289394,0.06143953437150065,0.05822456013960762
1.02341,0.035127766380341444,0.036200700540117675,0.042672713109032034,0.04737403161191137,0.05094148831057972,0.053359283867475266,0.055305842671570335,0.05595150201841172,0.057335104545078536,0.057774452248805834,0.05828634262688959,0.05787665711431737,0.05874422258399665,0.05871746126254038,0.0589932491967035,0.05583691108888051,0.05913529174132392,0.05814986531389163,0.05814453070782681,0.05541048012914481
1.08437,0.03336726848030212,0.03417508612321667,0.04012951867365488,0.044535256589566266,0.04786356180854954,0.05013021492691316,0.051931354270762425,0.05257223559164831,0.05381303709349155,0.05421408379088829,0.05469354454854838,0.05481072542415039,0.05512244466193718,0.05511752517487236,0.055356795903770385,0.05320283172452681,0.05550325145021233,0.05499004783383213,0.05499856125927721,0.052753706403148276
1.14895,0.03172746004569528,0.03228441412697674,0.03774923078042749,0.041876236463889736,0.04497963035664057,0.047103247915017125,0.048769472677892806,0.04940137057926881,0.05051419638269702,0.050882523136449434,0.0513302521252358,0.05145034123660789,0.051733622984363285,0.051738607337082215,0.05196091669827197,0.05076995153358117,0.05210519855375386,0.05193646835911133,0.051981003450127204,0.050291245478968266
1.21738,0.030174170402310636,0.03049459887852479,0.035497127257443604,0.03936110998931249,0.04225310465323555,0.0442414123621974,0.04578256249350619,0.04640177881768968,0.04740018024474935,0.04774038402515202,0.048156459862641804,0.04827306742374175,0.0485347613740384,0.048551027923587,0.048757941921905905,0.04846388659446628,0.048900958571019,0.048823990970890234,0.0488974862479442,0.047941390630030715
1.28989,0.02871925940645749,0.028816063676974306,0.03338152062644548,0.03699763492676818,0.039690995350013185,0.04155143377990435,0.04297679256077425,0.04358041090217814,0.04447690988898487,0.04479259178337378,0.045177600253744864,0.04528659120715743,0.04552999558484849,0.0455615144070803,0.04574310892971684,0.045784538014899366,0.04587055386684865,0.04582750688786295,0.04592400386472553,0.045697633686341534
1.36672,0.027348357333075383,0.02723470245264678,0.031387089260229574,0.034769790093449014,0.037276562361532886,0.03901625856584974,0.04033451324030935,0.04092017378627288,0.0417261461402942,0.0420199499255743,0.042375496595343,0.0424767734975359,0.04270271625471757,0.042751847127895315,0.04290005918510276,0.04291762557596825,0.0430131490188759,0.043001782625469116,0.04310298600438736,0.043053615324585834
1.44812,0.02606785286124406,0.025754638832633486,0.02951631468154074,0.032679425432362914,0.0350109520345556,0.03663675547349241,0.037855992406651905,0.03842192976048843,0.03914774960361733,0.039421834295390715,0.039750667698786026,0.03984716161768971,0.04005602595369244,0.040122352274163116,0.04023887453269412,0.04024201827931469,0.04034426097744239,0.040353510108778884,0.04042523114197164,0.040379584783354794
1.53437,0.024858359755932206,0.024358151164052197,0.027750701042440762,0.030707441806711155,0.03287446201575439,0.03439294153995261,0.035520692763170825,0.03606548543413195,0.03672049742650178,0.03697695306823398,0.037281834227861944,0.03737728791577894,0.03756948925158408,0.0376486755211551,0.037741616587756883,0.037737296835540134,0.03784376567582405,0.03786801156874993,0.037916226229235725,0.03786875807678174
1.62576,0.023722710076139734,0.023046402406608213,0.02609016698868045,0.028853300392732657,0.030865850195880493,0.032283288767115365,0.03332652726292537,0.033849196372207846,0.03444164832143233,0.03468269553680618,0.03496538808178847,0.03506192866997702,0.035238133991782834,0.03531825209230615,0.035402816998796126,0.035399603901992496,0.035506012848971445,0.03552145738129795,0.03557109456035998,0.03552340429466368
1.72259,0.022652910434975297,0.021812230236625648,0.024526219349966044,0.02710794360850242,0.028975551221713303,0.03029794235805716,0.03126310954217634,0.031763015218209976,0.03230002972151937,0.03252768761005504,0.03278867049140727,0.032884593000210446,0.033046154808421664,0.03311428826086981,0.03320283422401245,0.033213897048673315,0.033307930279636716,0.033323626415479486,0.033367437840583644,0.033330969734641315
1.82518,0.02164663472046032,0.020652438666702584,0.023054989141401038,0.025467100854020777,0.027198671514650535,0.028431733746344428,0.02932473696215678,0.029801560818572423,0.03028927910864554,0.030504854914040272,0.030744633541823045,0.030835627606790122,0.030985101087267236,0.031043455487095615,0.03113037472380663,0.031163021832091325,0.03122867608353505,0.031243857923658816,0.031285072787492985,0.03127814394028758
1.93389,0.02068728810409535,0.019554112714801078,0.02166246007680366,0.02391638036058368,0.025520371996398044,0.026669623316000153,0.027495887135790025,0.02794952555607953,0.02839336092494995,0.028597314707381728,0.028817882593582842,0.028902105980728204,0.029042076301233434,0.0291001560262086,0.029176482802303203,0.029216482177503916,0.029265894468772063,0.029270528546447194,0.029320218750826466,0.029335871726328924
2.04907,0.019781416656527474,0.018520454018391388,0.020351881690245106,0.022458569886650875,0.023942892442694062,0.025013536727282876,0.025777985664833386,0.02620853630253539,0.02661335509763529,0.026805949178475903,0.027010356265810626,0.02709013568661985,0.0272215388549345,0.027286999083598565,0.027348625819448358,0.027381199092569208,0.02743215506126078,0.027435499063590937,0.02748528384409537,0.027504689515967594
2.17112,0.01892850615857838,0.017550887126642628,0.019121359441689217,0.02109144528352594,0.022463418308349987,0.02346038635621544,0.02416748851513306,0.024575149782409142,0.024945183198108522,0.025127229727478627,0.02531734202703257,0.025396586588295623,0.025518044820996406,0.025580656294049715,0.025640943860828228,0.025661440010543615,0.025722364799354146,0.02573574525636084,0.025776665783547564,0.025786289611305937
2.30043,0.018117936145563868,0.016637301068578116,0.0179621312789727,0.019805887518003013,0.021072439209246504,0.02200040607657809,0.022654247256926552,0.023039331467218996,0.023378006358915078,0.02355072198916401,0.023726197494787167,0.023805883992463785,0.023915241131526068,0.023977836604194846,0.024032151211779866,0.024047728135927253,0.024110862738282095,0.024131451586524244,0.024165810842643104,0.024160396393323645
2.43744,0.017331776595277428,0.015766148187028182,0.01686069199340386,0.018588104603018008,0.019755853854736483,0.020619369669487072,0.02122369068694693,0.021586677741765627,0.02189684156847212,0.022060948073769696,0.022221462040317008,0.02229755744949453,0.022396880323181014,0.022449098745224084,0.022504231475467085,0.022528062711948946,0.02257556693325828,0.022598022631430813,0.0226244169447605,0.02262016680770868
2.58262,0.01658921108277218,0.014951088017932735,0.015829765122551097,0.017450431401156853,0.018525261668563636,0.019328488739117723,0.01988661036142793,0.0202281014531894,0.02051246789838699,0.020667826688763328,0.020815465618285244,0.02088527033689917,0.020979152545801644,0.021027927938651877,0.021078906092029948,0.021114039411431446,0.021144705091654992,0.02115537513599949,0.02118962516525968,0.02119500748672131
2.73644,0.015862266034578316,0.014171990894567306,0.014849069770405935,0.01637233310027641,0.017359985713392125,0.018107046999479293,0.018622080754940193,0.018942666918215292,0.019203824529673428,0.019350158176382203,0.0194875918829277,0.019553792199646005,0.019642615562614228,0.019693421402734303,0.019738058437001986,0.01977223675611144,0.019801362509476228,0.019805189365985718,0.01984498915256751,0.01985398311780297
2.89942,0.015162067251336899,0.013436222719641223,0.013925812931621581,0.015360613622314548,0.016266233750194616,0.016960925977747968,0.01743565536547248,0.017735916400509196,0.017975888249572164,0.01811377838732108,0.01824103008144544,0.01830716898041229,0.018387011740204226,0.018432097121394087,0.018477549167484425,0.018498848293422465,0.018538194858950537,0.018549337945197093,0.018580778421262906,0.018588536779475123
3.07211,0.01449087346179674,0.012745068950985228,0.013061104743590325,0.014415904197241213,0.015244234464350892,0.015890105620471964,0.016326999465088678,0.01660767205508007,0.016827919809681006,0.01695829983414533,0.01707416664359683,0.017138311067144075,0.017208935078884154,0.01725181449837862,0.017291547747542973,0.0173112716462834,0.017346209747572516,0.01736335408064312,0.017384249727235734,0.017387007953302752
3.25509,0.013839698510072768,0.012091982746537833,0.01224796664264825,0.013530881905631321,0.014286314937894557,0.014886791789210907,0.015288146965722572,0.015550151000018442,0.015752273400558674,0.0158750502608326,0.015981290385904706,0.01603979245829681,0.016106575112612,0.01614309027616115,0.01618314527049329,0.016210054256541706,0.01623341441752984,0.016250690007792,0.016268065126192846,0.016269082852060628
3.44896,0.013197255776690012,0.011467336260054408,0.011477198760125741,0.012695995160911668,0.013382638238302332,0.013941053859967814,0.014309047624392885,0.014553174224457973,0.014738946383901115,0.014853549454347362,0.01495289769022406,0.015007522014431167,0.01507152919917015,0.015111787882901871,0.015145153967155997,0.015167815446988904,0.01519396165680417,0.015199715380049184,0.015227666005931199,0.015238039840124205
3.65438,0.012568116229135314,0.010874143825533745,0.010750779050279635,0.011912689249888234,0.012534269070373704,0.013053726080228385,0.013390298974273601,0.013617218495998621,0.013787741414182483,0.013894810956719815,0.013986250361964684,0.014040596180978939,0.014096572764176358,0.014131897453416066,0.01416507403662786,0.014184744499862281,0.01421074790379877,0.014219287635540248,0.014242579949159624,0.01424827800923795
3.87204,0.011954627607865727,0.010311945164692278,0.010068854197947265,0.011180634944790074,0.01174047241750808,0.012223920766851987,0.012530804314151047,0.012741553083361366,0.012897543329863604,0.012998168196819542,0.01308062372358371,0.013132166468165458,0.013181600767254387,0.013212515079309574,0.013243473296161315,0.01325934655569931,0.0132843324795877,0.013296067152759355,0.013312723303462209,0.01332199890014027
4.10266,0.011352238053661081,0.009775629214847342,0.009425796097691144,0.010493702664531257,0.010994882904072276,0.011445194349502068,0.011724085789580207,0.011919772913804402,0.012062625309221319,0.012156415332694584,0.012232854592840587,0.012278811283411474,0.012327729149419544,0.012355895835035782,0.012386433176269552,0.012404533960765962,0.012425349947141685,0.012438770970704985,0.012452378005853292,0.01245211405590882
4.34701,0.01076770111335615,0.009268439679459674,0.008824495623525863,0.009854163683468432,0.01029946232785142,0.010719181473466335,0.010971674010618063,0.011152882778996533,0.01128374877917,0.011370216426689294,0.01144151975683413,0.011485792561047904,0.011530137556551044,0.011559056096264519,0.011585420072371722,0.011603679227334355,0.011622281602593317,0.011628942887754366,0.011647977942672302,0.011656298802336814
4.60592,0.010191805407903282,0.008781150502163272,0.008254445477825686,0.009251142173393198,0.009643144204407463,0.010034894797636857,0.01026238638146514,0.0104301205278858,0.010549222778405453,0.010630106805054943,0.01069373526937896,0.010736944226276891,0.010774229328472077,0.010801232120834463,0.010823899036805942,0.01083675934146095,0.010856833182921142,0.010866654501202139,0.010879811332076588,0.010883881124539115
4.88025,0.009637891928156256,0.008321368058145597,0.007723914411585396,0.00869210603079566,0.00903318509588128,0.009399250055090867,0.009603173264481304,0.009758846665335628,0.009867113028846842,0.009942450890759139,0.010000685762595388,0.010039001377368814,0.01007552244602073,0.010096333324080393,0.01012178189515632,0.010137988748177054,0.010152377640754828,0.010158224118488672,0.010173553374925938,0.010176034919672285
5.17092,0.009101773599860917,0.007882215704871246,0.007226162581744984,0.008169972500463616,0.008462296724306434,0.008804834856273262,0.008986567522041189,0.009130668040116575,0.009229336970184826,0.009298062605545636,0.009352864862991002,0.009388312705698874,0.009422877984710063,0.009445906452867645,0.00946677915704266,0.009479481215131879,0.009496205960654472,0.009502247081390988,0.009516812382694044,0.00952063133594216
5.4789,0.008582227339380452,0.00746074655027092,0.006756644900140342,0.007679750054707783,0.00792546910183814,0.008246452127794224,0.00840720127505751,0.008540738541001909,0.0086295255035678,0.00869357829643659,0.00874160629324423,0.008777003572044728,0.008804217639934551,0.008825433104187826,0.008842791780371364,0.008853086252218693,0.008868279486340643,0.008876071709065163,0.008886007992541725,0.008889865318601791
5.80523,0.008087409972825239,0.007063834431896824,0.006322065659364942,0.007227229854377161,0.00742844768426354,0.007729866027960897,0.00787080190585744,0.00799550423107813,0.008075297790460515,0.008134966767958954,0.008179021129869013,0.008209349075386027,0.008237801331057592,0.008254636690294028,0.008274513237127946,0.008286846431627071,0.00829901680455307,0.008304385268225745,0.008316104052187105,0.008321997835437711
6.15099,0.007615780757672021,0.006685246309145413,0.005915282220095041,0.006804979500883225,0.006963838949771558,0.007247277313130184,0.007369584584180737,0.007485351596481524,0.007557177883094225,0.007610747257418975,0.007651941326347717,0.0076805827968278815,0.007705526431203956,0.007722896172502754,0.007738819141780306,0.007748120328296179,0.007760911500185994,0.00776755256448523,0.0077762365151027146,0.007776890010644213
6.51734,0.007165121163698894,0.006324082906935647,0.005534607152450131,0.006410806330505399,0.006529528967013352,0.006796534746209293,0.006901193488787881,0.007009623147066294,0.007072787874928145,0.007123464967655353,0.007158585836087789,0.0071856674961721725,0.00720685335943407,0.007223130992828169,0.007236805785917937,0.007244237509717623,0.00725675531087859,0.007262034053372003,0.00727070790219839,0.007271626365195562
6.90551,0.006738267798067007,0.005986132520867532,0.005184850971449933,0.006048282803326229,0.006129303874097841,0.006381650561485037,0.006469758657757081,0.006571962057574204,0.006627891355956674,0.006674109739044164,0.006707362535955676,0.006730598144249942,0.00675258028167856,0.006765426984593087,0.006780803572984718,0.006789828367594548,0.006799550202303782,0.0068015800902005985,0.006812527773856997,0.00681421899051899
7.31681,0.006343148606528528,0.005663809119757925,0.004858351727068451,0.005709685752466174,0.005755548786398995,0.005994128787907163,0.0060667234212964235,0.006161977096612987,0.006210824894710874,0.0062532828562986975,0.006282000154632638,0.0063045487540211035,0.006321917516069942,0.006333625299144624,0.0063466557326200095,0.0063547353944130806,0.006363094598615234,0.006365165561461411,0.006374557308280527,0.006377916748096334
7.7526,0.005954567712326044,0.0053568841811801726,0.004553473578600531,0.005392903523630636,0.00540641395923861,0.0056331540022556475,0.005691140154549005,0.005781854046389141,0.005823726988987762,0.005863695115953173,0.005889420751185052,0.005910281481783211,0.005926530576189818,0.005936910874690717,0.005949717872758769,0.005954768500155176,0.005965157046399317,0.005968117084361325,0.005975917794482059,0.005976670161766926
8.21434,0.0055994410062709206,0.005061198557069614,0.0042650876119596694,0.005093227308497018,0.005076933388975934,0.005292625583263067,0.005337265468375819,0.005422474712451452,0.005458326008068721,0.005494226706697286,0.0055176945836705035,0.005536113210945886,0.005550751157851625,0.0055615927246643,0.005571212638963626,0.0055751925864242595,0.005584743081549925,0.005589525680141412,0.005594138719449728,0.005593464429237014
8.70359,0.00525634084296406,0.004783061072138824,0.003997892807128966,0.0048141497553332085,0.0047712349804891465,0.004977674914424961,0.005009473400898954,0.0050906121737829615,0.00511987325338524,0.005153601207765584,0.005173920704109602,0.005190907673943124,0.005203890685706237,0.005214306038199843,0.005222536957544791,0.005226374411386615,0.005234974432255128,0.0052376248010371045,0.005243686897816885,0.005243304269351934
9.22198,0.004933547595067502,0.004515563033672448,0.0037448954619074644,0.004550137175005272,0.004482961632709129,0.004681602839533413,0.004701754539883772,0.004779063412069487,0.004802921216593215,0.004834538725740853,0.004852799186333731,0.004867865449732672,0.0048803354680645936,0.004889398597947789,0.004897395769123765,0.004901690802595898,0.004908732518177612,0.004909452060185903,0.00491664314753051,0.0049170012480394
9.77124,0.00463071750050094,0.004253893405210439,0.0034999758051789814,0.004295199590566596,0.004206525202461095,0.0043980541699314086,0.00440739145571702,0.004480470326594281,0.0044983954900208924,0.00452830747471024,0.00454285491121962,0.004556059178669604,0.004566895760172457,0.0045752016035769194,0.004581570542610317,0.004586720014785924,0.004591329135217517,0.0045921726056666265,0.004598175981349743,0.0046005697584149945
11.6232,0.0038023838848598203,0.0035333095993291506,0.0028323109820407207,0.003598619128569586,0.0034637874943972513,0.0036407183811069245,0.00362334641558165,0.0036880791855341847,0.003691700654412301,0.003719379268513992,0.003725776453785247,0.0037386651821808715,0.003744079013003776,0.003750707800165584,0.00375508790924942,0.0037588351542477607,0.0037622778034261464,0.0037647231417586055,0.0037673314238238116,0.003769332543956836
12.3155,0.003561066722903261,0.0033184587108156948,0.0026351491381629063,0.0033904679928395466,0.0032465107000779272,0.003419466584553909,0.003394970625823734,0.0034574993005121865,0.0034572043288573313,0.0034835208379506892,0.003487733453784038,0.0035001126278905214,0.003504340809502177,0.003510527566477406,0.0035141660765189136,0.0035174676160136835,0.0035205747627045166,0.003522535582212925,0.0035250053116131657,0.0035266108246550035
13.049,0.0033313539621355865,0.003111191633204573,0.0024443638077846106,0.0031887544071027194,0.0030383609498233796,0.003208029185072456,0.0031772745699927773,0.003237857931409688,0.0032340510828721782,0.003259077132882208,0.003261261838470895,0.0032731899601490797,0.003276288996409906,0.0032822264497332915,0.0032851215152224352,0.003288071262500018,0.0032908197747343144,0.0032923992162366433,0.00329472875458235,0.0032959534823281083
13.8262,0.0031157298602280605,0.0029151448975445857,0.002264064532497355,0.002996597899844112,0.0028422112461555186,0.0030088579330242184,0.0029729992011145816,0.003031802116237145,0.003024807924726576,0.003048659386726277,0.0030490725983119806,0.0030605501538794287,0.0030625501402646383,0.0030683412175344016,0.0030705642298072245,0.0030732717296862457,0.003075614446604938,0.0030768980431849753,0.003079090381289273,0.0030800301174814322
14.6497,0.002922698086199283,0.0027406278884520886,0.0021077807956413133,0.002823202451372191,0.002667424611548021,0.0028306567935998824,0.0027908710537232714,0.002847813514714314,0.0028379913211929696,0.0028607940054478256,0.0028596949897676097,0.002870738180640241,0.002871682659629884,0.0028773506265405047,0.0028789266144314757,0.002881490123199981,0.0028834394465726484,0.002884478809411536,0.0028865105983123464,0.002887227016302876
15.5223,0.002723945643660693,0.002556623833556975,0.0019360041883368143,0.00264067814536663,0.0024841629807698775,0.002645511217326827,0.002602665471279711,0.00265822656616207,0.002645763142202624,0.00266765999558476,0.002665305000222651,0.002675830821622397,0.002675921527779025,0.002681529710635488,0.002682411898857074,0.002684967381958537,0.002686538150462071,0.002687475133449934,0.0026892500368023414,0.0026897592264397024
16.4468,0.0025471809276425166,0.002394356104527904,0.0017882779703130558,0.0024779231316921627,0.0023223044209216923,0.0024809745478612316,0.0024362216103256196,0.002490307783003977,0.002475619396627708,0.0024966911129009903,0.002493252999864167,0.002503342464812583,0.0025026702656011685,0.0025079175497577564,0.0025083847079891692,0.0025109168972126,0.002512164596654218,0.0025131365606331515,0.0025145964991042024,0.002514909740493658
17.4263,0.0023801266355929435,0.0022401007466056585,0.001647532770545575,0.002322293365752356,0.0021683117295822367,0.0023244906100537118,0.0022786787107363974,0.0023313924095499745,0.0023148975298052077,0.0023352605446847067,0.002330840099881741,0.002340549564633618,0.00233920640723704,0.0023440175565109687,0.002344193934634724,0.002346654709782941,0.0023475999018174203,0.002348731851374985,0.0023498263767589866,0.0023499929419559754
18.4642,0.002220254511273154,0.0020910898999898448,0.0015105788232004775,0.002171231793127565,0.002019184421302801,0.0021733760536245014,0.0021270947524793748,0.002178619898654085,0.002160745324021912,0.0021805630449465993,0.0021751854853820033,0.0021845556058690424,0.0021826200075300136,0.002187075998812772,0.002186984509593228,0.0021893366935730844,0.0021899601311125504,0.0021913231184803564,0.002192005187903217,0.0021921071189736643
19.564,0.002073187957906585,0.00195356041544795,0.001385588656328335,0.00203115828290822,0.0018812036661170748,0.002033281327657807,0.00198700698236069,0.002037305666394647,0.002018552894302514,0.002037895851025097,0.002031649966576814,0.002040720142714396,0.0020382399621888046,0.0020424120368884545,0.002042100422399404,0.002044349372800919,0.0020446316697342614,0.0020461796217105597,0.0020464636132555337,0.002046548873040779
20.7292,0.001937108078640377,0.001826296588646339,0.0012717225461308548,0.0019006210539084423,0.0017531051907568275,0.0019028423666681271,0.0018569257332447747,0.001906048800417322,0.001886796672161683,0.0019057171453589993,0.001898727351034919,0.001907582886222608,0.001904558823892826,0.001908459433687803,0.0019079975319022486,0.0019102189173678488,0.0019101357615732956,0.001911867120551144,0.0019117243739299565,0.0019118088734800798
21.9639,0.0018049982179216368,0.0017012270847885434,0.0011584377751058714,0.0017731636130181236,0.001627396826944642,0.001775597879558647,0.0017301383239588404,0.0017784106356781174,0.0017588430353910674,0.0017774315306176766,0.0017698426762533138,0.0017786278853835172,0.0017749931561030746,0.0017786612687535422,0.001778066323635165,0.0017803327897265835,0.0017798805441760815,0.0017814557331807092,0.0017812161157863384,0.0017813049222964122
23.272,0.0016802300196597465,0.0015838707468219086,0.0010518352685874102,0.0016532698322820826,0.0015084238875482214,0.0016555948803656237,0.0016105072698104777,0.001658338245307393,0.0016384049958139038,0.0016568630591511579,0.0016487023563429056,0.0016577735157761258,0.0016532735885091867,0.001656826906246603,0.0016560056703830576,0.0016583751578595092,0.0016575793974907323,0.0016586722885055102,0.0016586979089135523,0.001658835383684676
24.6581,0.0015690154916895508,0.0014804739090835562,0.000961666281437412,0.0015466288209280464,0.001403589975330516,0.0015487493815121635,0.0015042328481240804,0.0015515500963983455,0.0015313424059961228,0.0015496026886549022,0.0015410519032734642,0.0015506558752313396,0.0015451323627843315,0.0015486727068605313,0.0015475425591760564,0.0015500699407671825,0.0015489042137143856,0.0015495461394600901,0.0015498893633798603,0.0015500516364309537
26.1268,0.0014530661069236859,0.0013706798659562254,0.0008625932514649976,0.0014346719145162832,0.0012917852840587693,0.0014368798228719447,0.001392433686861943,0.0014397521455472653,0.0014194163115066663,0.0014377346595516572,0.001428828510529942,0.001438617041288158,0.001432540959172161,0.0014361703292912783,0.0014346698983752563,0.0014374179232532521,0.0014358138073232547,0.0014362235551573588,0.001436740129994581,0.0014369002251017407
27.6829,0.0013546160757763699,0.001278980610627804,0.0007842861853252053,0.0013393470430330065,0.001198570297584099,0.001342104549255785,0.0012980775846725963,0.0013444527923816944,0.001324642210587516,0.0013430769588701267,0.0013337540304247653,0.0013433920024169793,0.0013371734202743634,0.0013409809085774317,0.0013391064233889,0.0013417968481830426,0.001340006337558315,0.0013402523596180932,0.0013409248237988144,0.0013411697339100876
29.3317,0.0012633637746416668,0.0011946190169653975,0.0007144661804738714,0.0012516479212937239,0.0011133017406493772,0.001254628533342824,0.0012111977536419624,0.0012567078976035142,0.0012373540441245705,0.0012557378208124224,0.0012462125360196278,0.001256017586257315,0.001249425132738688,0.0012533957898145322,0.0012512443643085329,0.0012541096603732643,0.0012519303202370906,0.001252264645086918,0.0012528299561537972,0.0012531681085482292
31.0787,0.0011679593188171418,0.0011050958778380875,0.000636662264128111,0.0011588418220389223,0.0010208851063702043,0.0011623684953842948,0.001118555618756769,0.0011640551787507748,0.0011449562441216813,0.0011638444799418604,0.0011538252359225814,0.0011636535957499992,0.0011569937673775626,0.0011612922699492767,0.0011588282670989042,0.001161605070573693,0.0011593124165501874,0.001159698376038042,0.0011600910396399153,0.0011606183796186147
32.9297,0.0010853382401047615,0.0010273983809164034,0.0005732494601621807,0.001078429429648337,0.000941946438473101,0.0010822901391475597,0.001038379428551576,0.0010836450454512006,0.0010647393346980962,0.0010833720757630145,0.0010735238550253425,0.0010833158444630447,0.0010766983688488346,0.0010814430404379309,0.0010786877546025832,0.00108123682005138,0.0010790252377918341,0.0010794633795723672,0.0010794735242393486,0.0010802649519666874
34.891,0.0009968610548608035,0.0009428558647253374,0.0005023652469286032,0.0009922241840826975,0.0008550245585858334,0.0009963844161132872,0.0009514616248225055,0.0009974280277309786,0.000978373451868193,0.0009971136811393827,0.000987369978195285,0.000997333456827651,0.0009906819689976868,0.0009959143765027882,0.0009929556109344365,0.0009953678472576113,0.0009931980750949676,0.0009937446883536542,0.0009931750026908328,0.0009943054146191656
36.9691,0.000931088481114009,0.0008832688537176034,0.0004577375765436435,0.0009287263821372964,0.0007944850108875411,0.0009329926446937137,0.0008885148777136731,0.0009340254187097561,0.0009150622625032749,0.0009337709978421765,0.0009239124791548986,0.0009342703201812216,0.0009272613236988728,0.0009328499753378564,0.0009297657503138852,0.0009324809044690429,0.0009299482280769215,0.0009307314130493578,0.0009295906986431735,0.0009311041687909428
39.171,0.000857686716824344,0.0008133682450744101,0.00040316206543233846,0.0008570048711686849,0.0007231180289438141,0.0008613370921762678,0.0008161653123583967,0.0008621362643731921,0.0008429686387332108,0.000861741380916865,0.0008519760889630215,0.0008625371799567877,0.0008554617357305831,0.0008615800033158495,0.0008583702287058067,0.0008609292446605628,0.0008585180559111126,0.0008595249665230291,0.0008576409733201594,0.0008596019157909639
41.504,0.0007888587669127665,0.0007482060905414926,0.00035331790270198924,0.0007891650208529252,0.0006559965705401323,0.0007935067515030562,0.0007476502385831857,0.0007942628078796571,0.0007746636525202371,0.0007939639342851007,0.0007838949471324961,0.0007949990358678512,0.0007875385462458651,0.0007941528956491254,0.0007902262757452253,0.0007935774556486655,0.0007907490263809919,0.0007923621184804798,0.0007897403238075111,0.0007922364417387729
43.976,0.0007267861317319679,0.000688573804567089,0.00031011462148603576,0.0007272054192182572,0.0005953280037767406,0.0007317871225395344,0.0006854242201369056,0.0007324653777541271,0.0007125673417322485,0.0007323203714088629,0.0007219754765167205,0.0007334239903772322,0.0007257275772874633,0.000732791101043521,0.0007281707595509388,0.0007323344126742035,0.0007287864815407226,0.0007312838876881873,0.0007280498132390745,0.0007310612990956789
46.5953,0.0006754929011352161,0.0006400316524080015,0.0002779910077546234,0.0006765622774000078,0.0005473141453479057,0.0006809861853446055,0.0006347561599169818,0.0006814304116411165,0.0006614263305184862,0.0006814255832494855,0.0006708609098931445,0.0006825034475139922,0.0006746744490447212,0.0006818116787681111,0.0006768172346536634,0.0006815313346801782,0.0006775258917689524,0.0006809861070167232,0.0006769220447474687,0.0006803311024979744
49.3705,0.0006253751380998517,0.0005922822675319819,0.0002465618193815278,0.0006265401607895138,0.0004998386577814173,0.0006305366970906605,0.0005848887657415657,0.0006313675893517459,0.000611233615655038,0.0006314741971853053,0.000620758204509071,0.0006325893060592033,0.0006246739445393437,0.0006317728858042474,0.0006266948226486556,0.00063177781908559,0.000627399362287968,0.0006314374339220041,0.0006269203869628624,0.0006306650102875973
